IDENTITE_OPERATEUR;CODE_OPERATEUR;SIRET_ACTEUR;RCS_ACTEUR;ADRESSE_COMPLETE_ACTEUR;ATTRIB_RESS_NUM;DATE_DECLARATION_OPERATEUR
"SNCF R\xe9seau";SNCR;"412280737 20375";Bobigny;"15 RUE JEAN-PHILIPPE RAMEAU 93200 SAINT-DENIS";1;12/06/2024
"SNS Global Services";SNSG;"451609978 00031";Marseille;"ESPACE VALENTINE - B\xc2T. B 1 MONTEE DE SAINT-MENET 13011 MARSEILLE";0;08/12/2020
"Soci\xe9t\xe9 briochine de services en informatique";SBSI;"394785729 00044";Saint-Brieuc;"22 RUE SAINT BENOIT 22000 SAINT BRIEUC";0;11/05/2019
"Soci\xe9t\xe9 commerciale de t\xe9l\xe9communication - SCT";SOCT;"412391104 00418";Nice;"IMMEUBLE CENTRIUM BAT. A 230 ROUTE DES DOLINES 06560 VALBONNE";1;05/03/2009
"Soci\xe9t\xe9 coop\xe9rative d'am\xe9nagement num\xe9rique icaunaise";SCAN;;W891004767;"16 BIS RUE PASTEUR 89400 MIGENNES";1;03/02/2016
"Soci\xe9t\xe9 Corse de distribution";SOCD;"398657577 00019";Ajaccio;"RN 193 20600 FURIANI";0;06/03/2020
"Soci\xe9t\xe9 d'applications t\xe9l\xe9matiques de l'Ouest";SAPO;"381339589 00040";Nantes;"PARC DACTIVITES DE LA BOUVRE 18 RUE GUTENBERG 44340 BOUGUENAIS";0;20/03/2018
"Soci\xe9t\xe9 d'Electrification Rurale du Carmausin";SERC;"085720845 00016";Albi;"22 RUE RASPAIL CS20081 81400 CARMAUX";0;15/03/2007
"Soci\xe9t\xe9 d'installation t\xe9l\xe9communications entreprises";SITE;"451586333 00036";Grenoble;"IMMEUBLE  LE RIVALTA 1 AVENUE DU 8 MAI 1945 38450 VIF";0;26/09/2022
"Soci\xe9t\xe9 de d\xe9veloppement de la fibre au service des territoires";SDFT;890434715;Paris;"37-39 RUE BOISSIERE 75116 PARIS";0;02/02/2022
"Soci\xe9t\xe9 de d\xe9veloppement pour l'acc\xe8s \xe0 l'infrastructure fibre";SDIF;"880603956 00017";Nanterre;"13-15 AVENUE DU MARECHAL JUIN 92360 MEUDON LA FORET";0;06/02/2020
"Soci\xe9t\xe9 des techniques de communication d'entreprise Provence";STCE;"389628645 00092";Aix-en-Provence;"CHEMIN DE LA MUSCATELLE LES CARRES DU CENGLE 13790 CHATEAUNEUF-LE-ROUGE";0;04/07/2019
"Soci\xe9t\xe9 fran\xe7aise du radiot\xe9l\xe9phone";SFR0;"343059564 00959";Paris;"ALTICE CAMPUS 16 RUE GENERAL ALAIN DE BOISSIEU 75015 PARIS";1;28/10/2011
"Soci\xe9t\xe9 nationale des chemins de fer fran\xe7ais - SNCF";R148;"552049447 76279";Paris;"2 PLACE AUX ETOILES 93210 SAINT-DENIS";1;25/06/2003
"Soci\xe9t\xe9 pour le cofinancement des r\xe9seaux de fibre des territoires";CRFT;844517185;Paris;"1 BOULEVARD HAUSSMANN 75009 PARIS";0;03/11/2020
"Soci\xe9t\xe9 r\xe9unionnaise du radiot\xe9l\xe9phone";SRR;"393551007 00031";"Saint Denis de la R\xe9union";"21 RUE PIERRE AUBERT CS 62001 97743 SAINT-DENIS CEDEX 9";1;23/02/1995
"Soci\xe9t\xe9 t\xe9l\xe9 r\xe9seau Nion";STRN;"320517865 00020";Angers;"12 RUE DE LA GIBAUDIERE 49124 SAINT BARTHELEMY D' ANJOU";0;18/07/2023
Sofakom;SFKM;"452820855 00073";Perpignan;"7 ROUTE D'ORTAFFA 66670 BAGES";0;24/08/2021
"Solstice Grand Angoul\xeame";SOGA;"493589113 00049";Nanterre;"IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE 92310 SEVRES";0;18/01/2007
"Solution smart";SOSM;"809702947 00015";Toulon;"120 IMPASSE DU CADENET 83210 SOLLIES PONT";0;17/06/2021
"Solutions Informatiques Services";SOIS;"513532572 00015";Nanterre;"50 AVENUE DE L EUROPE 92700 COLOMBES";1;25/05/2011
"Sona business B.V.";SONA;;"61573353 Pays-Bas";"VAN NELLEWEG 1 3044BC ROTTERDAM PAYS-BAS";1;22/03/2024
Sonema;EXPE;"449397173 00047";Fr\xe9jus;"P\xd4LE D'EXCELLENCE JEAN LOUIS 133 VIA NOVA 83600 FREJUS";0;18/02/2005
Sonesol;SOSL;"825216823 00021";Toulouse;"PORTES SUD - BATIMENT 3 12 RUE LOUIS COURTOIS DE VICOSE 31100 TOULOUSE";0;25/02/2020
Sonixis;SNXS;"953972106 00017";Paris;"6 RUE D'ARMAILLE 75017 PARIS";1;09/07/2023
Sopracom;SOCO;"499711935 00019";Paris;"130 RUE DE COURCELLES 75017 PARIS";0;13/07/2017
SOREGIES;SRGS;"450889225 00014";Poitiers;"78 AVENUE JACQUES COEUR 86000 POITIERS";0;14/06/2005
"SOS futur";SOSF;"821785748 00020";Nancy;"67 RUE CHARLES KELLER 54000 NANCY";0;04/09/2020
Spacinov;SPCV;"531541100 00032";Lille;"68 RUE SAINT-ETIENNE 59800 LILLE";1;13/09/2022
"Spartel services";SPAR;"482523719 00011";Cr\xe9teil;"6 RUE ARISTIDE BRIAND 94100 SAINT MAUR DES FOSSES FRANCE";1;01/06/2014
"Speakintelligence B.V.";SPEA;;34162380;"SUIKERSILO-OOST 1 1165 MS HALFWEG PAYS-BAS";0;28/09/2018
"Speedcast France SAS";GESS;"531530269 00038";Paris;"28 RUE DE LONDRES 75009 PARIS";0;13/03/2015
"Sph\xe8re telecom";DBGQ;"491975090 00078";"Lllle m\xe9tropole";"1 RUE DES MEUNIERS 59320 HALLENNES LEZ HAUBOURDIN";1;27/05/2020
Spheris;SPHR;"838649671 00016";Paris;"10 RUE DE PENTHIEVRE 75008 PARIS";0;28/03/2022
"SPIE ICS";SICS;"324103829 00721";Nanterre;"148 AVENUE PIERRE BROSSOLETTE CS 20032 92240 MALAKOFF";1;05/05/2022
"Squaretalk Ltd Bulgaria branch";SQUK;;"204402806 registered in Sofia, Bulgaria";"133 TODOR ALEKSANDROV BLVD 1309 SOFIA BULGARIE";0;08/06/2022
Squit;SQUT;"880580360 00019";Evry;"17 RUE DE LA VILLAGEOISE 91430 IGNY";0;14/10/2021
"SRIR SOCIETE DE REALISATION D'INFRASTRUCTURES DE RESEAUX";GTPM;"489811273 00031";;"RESIDENCE LE VILLAGE 12 RUE DU GENERAL DE GAULLE 97150 SAINT MARTIN";1;09/08/2007
"St Barth Telecom";STBT;"840941652 00017";"Basse Terre";"RUE DU ROI OSCAR II GUSTAVIA BP 411 97133 SAINT BARTHELEMY";0;24/03/2021
"Steam-connect Partner Services BV";SCPS;;"61713244 Beverwijk Netherlands";"PARALLELWEG 96 1948NM BEVERWIJK PAYS-BAS";0;05/03/2025
Stelogy;STLG;"928161348 00018";Coutances;"53 AVENUE DE LA PIERRE VALLEE 50220 POILLEY";0;02/10/2024
"Stephie t\xe9l\xe9com";APSO;"752361949 00015";Strasbourg;"10 RUE DES CIGOGNES 67960 ENTZHEIM";1;09/01/2014
"STI-COM SARL";STCM;"504144791 00028";Bobigny;"104 RUE DE MEAUX 93410 VAUJOURS";0;18/09/2018
STIME;STIM;"301850277 00288";Nanterre;"117 AVENUE DE LA REPUBLIQUE 92320 CHATILLON";0;12/12/2008
STJ;STJJ;"795206523 00016";Caen;"16 RUE DU CHATEAU 14840 DEMOUVILLE";0;21/03/2014
"STOI INTERNET";R154;;"2005 B 12023 RCS Mayotte";"ZI KAWENI IMMEUBLE ALIMA BP 524 97600 MAMOUDZOU";1;03/10/2005
"Stop telecom";STTE;"507495257 00036";Nanterre;"11 RUE GAY LUSSAC 92320 CHATILLON";0;16/02/2016
"Stour GmbH";STOU;;"HRB 284104 Munich";"ANDRELANG DONNERSBERGERSTR. 5 80634 MUENCHEN ALLEMAGNE";1;21/06/2023
"STR HD";STRH;"529180309 00021";"de N\xeemes";"ZA LES ESPINAUX 29 AVENUE PAUL VALERY 30340 SAINT-PRIVAT-DES-VIEUX";0;19/09/2011
"Sud Aquitaine telecom";SUDA;"824871750 00017";Bordeaux;"13 LIEU-DIT ESTEBELINGUE 33540 CASTELVIEL";0;05/09/2018
"Sud telecom";SDTL;338543770;AVIGNON;"148 RUE DU GRAND GIGOGNAN BP 10976 84093 AVIGNON 09";1;05/11/2018
"Sud-est IT";SUEI;"901299602 00010";"Aix en Provence";"190 RUE TOPAZE 13510 EGUILLES";0;29/07/2021
Suderiane;SUDE;"534748298 00039";Manosque;"208 RUE DE L ORIGAN 04100 MANOSQUE";0;16/03/2023
"Sun wolrd";SUNW;;"B0997532017 Sousse  TUNISIE";"90 AVENUE LEOPOLD SENGHOR 4000 SOUSSE TUNISIE";0;01/06/2023
Sur-Tel;SRTL;"504871138 00021";Bobigny;"42 BIS ALLEE DES COTEAUX 93340 LE RAINCY";0;14/09/2018
Surestel;SRST;"793490038 00023";"AIX EN PROVENCE";"675 RUE MAYOR DE MONTRICHER 13290 AIX EN PROVENCE";0;22/11/2021
"SWITCH TELECOM";SWIT;"450691456 00021";NANTERRE;"1 PLACE PAUL VERLAINE 92100 BOULOGNE BILLANCOURT";0;22/04/2013
Sybord;SYBO;"307787036 00051";LYON;"93 RUE JULES GUESDE 69230 SAINT-GENIS-LAVAL";1;05/12/2012
Sycorax;SYCX;"528342587 00011";Paris;"41 RUE BARRAULT 75013 PARIS";0;17/01/2022
"SYD CRC";SYDC;"793370081 00036";Nantes;"11 RUE DE LA RABOTIERE 44800 SAINT-HERBLAIN";0;14/03/2019
Sygecom;SYGM;"520684192 00013";Versailles;"2 RUE PIERRE DE RONSARD 78200 MANTES LA JOLIE";0;03/04/2023
Syma;SMAA;"808717177 00022";PARIS;"153 AVENUE D'ITALIE 75013 PARIS";1;12/04/2019
"Syndicat Audois d'\xe9nergies et du Num\xe9rique";SYAD;;"D\xe9partement de l'Aude";"15 RUE BARBES CS 20073 11890 CARCASSONNE CEDEX";1;17/12/2015
"Syndicat Haute-Sa\xf4ne num\xe9rique";SHSN;"200044527 00014";;"HOTEL DU DEPARTEMENT 23 RUE DE LA PREFECTURE 70000 VESOUL";0;10/02/2016
"Syndicat Intercommunal d'Energie et de E-communication de l'Ain";SIEA;"250100211 00011";"Pr\xe9fecture de l'Ain";"32 COURS DE VERDUN CS 50268 01006 BOURG EN BRESSE CEDEX";0;11/10/2007
"Syndicat intercommunal d'\xe9nergies du D\xe9partement de la Loire";SIEL;"254200546 00029";Saint-Etienne;"5 RUE CHARLES DE GAULLE 42041 SAINT-ETIENNE CEDEX 1";0;14/05/2012
"SYNDICAT INTERCOMMUNAL DE TELECOMMUNICATIONS DE LA VALLEE DE L'ORNE";RITE;;"2010-01-04 Syndicat Inter";"95 RUE JOFFRE 57185 CLOUANGE";0;09/11/2011
"Syndicat mixte de coop\xe9ration territoriale Megalis Bretagne";SYMB;"253514491 00039";"synd mixte (selon art. L5721-1 et suivants du CGCT)";"ZAC DES CHAMPS BLANCS 15 RUE CLAUDE CHAPPE - BAT. B 35510 CESSON-SEVIGNE";0;04/12/2013
"Syndicat mixte La Fibre64";SMFI;"200081263 00028";Pau;"64 AVENUE JEAN BIRAY 64000 PAU";1;12/11/2019
"Syndicat mixte ouvert Charente num\xe9rique";SYCN;"200070639 00014";Angoul\xeame;"31 BOULEVARD EMILE ROUX 16000 ANGOULEME";1;19/12/2017
"Syndicat mixte ouvert Deux-S\xe8vres num\xe9rique";SY79;"200072197 00011";Niort;"MAISON DU DEPARTEMENT MAIL UCIE AUBRAC CS 58880 79022 NIORT CEDEX";0;30/06/2017
"Syndicate mixte de gestion d'entretien et d'exploitation des routes de la Guadeloupe";SYEG;"200014447 00011";;"VOIE PRINCIPALE - ZI DE JARRY 97122 BAIE MAHAULT";0;31/03/2017
Synelyans;SYNE;"797691433 00016";LYON;"25 RUE JEAN MONOD 69120 VAULX-EN-VELIN";1;19/11/2013
Synovo;SYVO;"790710735 00032";Strasbourg;"BATIMENT 2 8 RUE SCHERTZ 67100 STRASBOURG";0;10/01/2020
Synten;SNEN;"433418506 00054";Versailles;"4 AVENUE MORANE SAULNIER 78140 VELIZY-VILLACOUBLAY";0;05/02/2020
"Syrus groupe";SYGR;"751182650 00034";Pontoise;"IMMOBILIER ARISTOTE 9 AVENUE DU MARAIS 95100 ARGENTEUIL";0;23/10/2017
Sysexpert;SYSE;"504497736 00018";"Saint Pierre de la R\xe9union";"RAVINE DES CABRIS 7 CHEMIN RAYMOND MONDON 97432 ST PIERRE";1;26/11/2008
Systailor;DELN;"824963854 00016";LYON;"52 RUE DE LA PAGERE 69500 BRON";0;06/12/2017
Systellis;SSLL;"829919216 00012";PARIS;"ESCALIER F 23 RUE DU DOCTEUR POTAIN 75019 75019 75019";0;12/09/2019
System-net;SYST;"801768938 00012";N\xeemes;"2 ALLEE DU PIOT 30660 GALLARGUES-LE-MONTUEUX";1;02/07/2014
"Syst\xe8mes informatiques programmation conseils organisation";SPCO;"324094580 00036";Rennes;"16 BOULEVARD DENIS PAPIN 35500 VITRE";0;21/11/2022
"Sysun technologies";SYSU;"488913997 00059";Rouen;"45 RUE DU GENERAL LECLERC DE HAUTECLOC 76120 LE GRAND QUEVILLY";0;24/11/2011
"T Systems France";TSYF;"319488409 00529";Nanterre;"1-3 RUE EUGENE ET ARMAND PEUGEOT 92500 RUEIL-MALMAISON";1;10/07/2007
T-Connect;THDF;"793097916 00035";Avignon;"LES NAIADES 2 10 AVENUE DE LA POULASSE 84000 AVIGNON";0;05/06/2013
Takelead;TKLD;"803217140 00018";Nanterre;"51 RUE DE LA GARENNE 92310 SEVRES";0;18/05/2018
"Talkcycle LLC DBA FrontSpin";TLKC;;"46-5569027 US EIN";"3550 N CENTRAL AVE SUITE 900 AZ 85012 PHOENIX ETATS-UNIS";1;28/02/2024
"Talkdesk Inc";TLKD;;"No 5048905 Delaware";"SAN FRANCISCO HQ 201 MISSION ST. CA 94105 SAN FRANCISCO CALIFORNIA ETATS-UNIS";0;28/12/2022
"Talking Business Southern Limited";TBSO;;"02591807 Company Commercial Registration Number (UK)";"14 RICHINGS WAY SL0 9DA IVER ROYAUME-UNI";0;17/07/2023
"Tarn fibre";TARN;"853093169 00011";Nanterre;"124 BOULEVARD DE VERDUN 92400 COURBEVOIE";0;09/09/2019
"Tata communications (France)";VSNL;"481385821 00071";Nanterre;"3-5 RUE SAINT-GEORGES 75009 PARIS";1;29/03/2005
TCLD;TCLD;"912129871 00014";Meaux;"52 RUE D EMERAINVILLE 77183 CROISSY BEAUBOURG SEINE ET MARNE";0;15/11/2022
TCLR;THEC;"528684079 00015";Paris;"128 RUE LA BOETIE 75008 PARIS";1;21/02/2011
TDF;TDF;"342404399 03172";Nanterre;"106 AVENUE MARX DORMOY 92120 MONTROUGE";1;03/07/1987
Teambox;TEAM;"501637326 00056";Montpellier;"1779 AVENUE DE L'EUROPE 34170 CASTELNAU-LE-LEZ";1;09/11/2009
Tec6;TEC6;"509021747 00035";Romans;"3 RUE CHARLES CROS 26000 VALENCE";0;31/12/2021
"Tech only";TENL;"843273061 00013";Saint-Etienne;"2 ALLEE GIACOMO PUCCINI 42000 SAINT-ETIENNE";0;16/01/2019
"Techcrea Solutions";TSOL;"519909709 00049";Valenciennes;"VALENCANAL 70 RUE JEAN JAURES 59770 MARLY";1;28/02/2012
"Technique PC";TCPC;"522741909 00041";Marseille;"5 AVENUE DE SAINT MENET 13011 MARSEILLE";0;15/12/2022
"Technologie assistance organisation des flux";TAOF;"422005850 00033";Fort-de-France;"34 LOTISSEMENT LES FLAMBOYANTS AVENUE DE DILLON 97200 FORT-DE-FRANCE";1;06/02/2015
"Technosante Toulouse";TSTL;"489821090 00029";Toulouse;"BUROPARC III 232 RUE DE LA DECOUVERTE 31670 LABEGE";0;24/01/2019
"TEL INFO SERVICES";TLIS;"538922113 00013";TOURS;"2-4 RUE DE CHATEAUDUN 37000 TOURS";0;07/11/2012
Tel-on;TLON;"799369681 00058";NANTERRE;"34 BIS RUE BUFFON 31000 TOULOUSE";1;06/01/2015
Tel@ndcloud;TELN;"810088377 00017";Amiens;"11 AVENUE DE LA PAIX 80080 AMIENS";1;22/07/2016
"Telappliant Ltd";TLPP;;"04632756 in England";"3 HARBOUR EXCHANGE SQUARE E14 9GE LONDON ROYAUME-UNI";0;04/01/2023
Telavox;TLVX;;556600-7786;"6 STORA VARVSGATAN 21119 MALMOE SUEDE";1;15/08/2022
"Telco OI";TELC;"809533524 00397";Paris;"TECHNOPOLE DE STE CLOTILDE 1 RUE JOSEPH WETZELL 97490 SAINT-DENIS";1;16/02/2015
Telcofactory;TLCA;"979602554 00011";Angers;"25 RUE LENEPVEU 49100 ANGERS";0;14/12/2023
TelcoSIP;SDIR;"390485241 00025";Toulon;"114 CHEMIN DES ALOUETTES 83260 LA CRAU CEDEX 9";1;22/06/2011
"Telcoz vox";TLCX;"931152912 00016";Paris;"38 RUE DE BERRI 75008 PARIS";0;13/11/2024
"Telecom 2000";TLCM;"431234178 00041";Lyon;"BATIMENT E RDC 46-48 CHEMIN DE LA BRUYERE 69570 DARDILLY";0;11/06/2021
"Telecom Italia sparkle S.p.A.";TISP;;05305181009;"VIA DI MACCHIA PALOCCO 223 00125 ROME ITALIE";1;30/09/2005
Telecom.object;TOBJ;"482695343 00038";Strasbourg;"AEROPARC 3 15 RUE DU CORDONNIER 67960 ENTZHEIM";1;03/02/2006
Telecominfo;123D;"791025810 00023";Avignon;"BATIMENT PIXEL 771 AVENUE MARC LEPOUTRE 84700 SORGUES";0;19/06/2017
"Telefonica Global Solutions France II SAS";TELE;"508009982 00077";Paris;"LA D\xc9FENSE BELV\xc9D\xc8RE 1-7 COURS VALMY 92800 PUTEAUX";0;29/09/2008
Telemaque;MAQU;"403427701 00046";GRASSE;"LES ESPACES DE SOPHIA -BAT E 80 ROUTE DES LUCIOLES 06560 VALBONNE";1;19/03/2012
"Telephony consulting";TYNG;"805019874 00025";"Lille M\xe9tropole";"16 ALLEE DES ECURIES 59650 VILLENEUVE D ASCQ";0;06/02/2019
"Telequest & internet solutions GmbH";TEIS;;"FN 209040 m";"2-6 LIEBENAUER HAUPTSTRASSE 8041 GRAZ AUTRICHE";0;10/10/2018
"Telerys communication";TERY;"445041015 00030";Nanterre;"28 / 30 RUE DE BITCHE 92400 COURBEVOIE";1;29/12/2014
Telesoft;TESO;"485121735 00057";Paris;"31 RUE SAINT AUGUSTIN 75002 PARIS";1;12/07/2010
"Telfax communications";TENS;"381422419 00022";CLERMONT-FERRAND;"28 AVENUE DES PAULINES 63100 CLERMONT-FERRAND";0;19/03/2014
Teliacom;TLIA;"810437400 00015";Nanterre;"146 RUE DU CHATEAU 92100 BOULOGNE BILLANCOURT";0;04/09/2015
TELLUS;TELU;"448560847 00015";Cannes;"BATIMENT C LES ESPACES DE SOPHIA 80 ROUTE DES LUCIOLES 06560 VALBONNE";0;10/02/2010
"Telnyx Ireland Limited";TEIR;;"N\xb0 585144";"26-28 LOMBARD STREET EAST D02 V272 DUBLIN IRLANDE";1;03/04/2017
"Telstra Limited";TELS;;"3830643 (Royaume-Uni)";"LEVEL 2 BLUE FIN BUILDING 110 SOUTHWARK STREET SE1 0TA LONDON ROYAUME-UNI";0;22/08/2012
TELWAN;TELW;"528541774 00014";"Le Mans";"L ALLIERE 72160 BEILLE";0;14/01/2011
Telyo;STEL;"802795427 00011";PARIS;"45 QUAI DE LA SEINE 75019 PARIS";1;17/11/2015
"Teranis telecom";TENI;"753620947 00030";Nancy;"7 RUE DU LIEUTENANT BONCOURT 54200 TOUL";0;11/08/2016
Tersys;TRSY;"751315706 00026";Vannes;"9 RUE NEDELLEC 56000 VANNES";0;02/12/2021
"Thales six GTS France SAS";THAL;"383470937 00194";Nanterre;"4 AVENUE DES LOUVRESSES 92230 GENNEVILLIERS";1;14/11/2008
THD64;THDD;"848061677 00011";Bayonne;"14 ALLEE DU CANAL 64600 ANGLET";0;26/02/2019
Thdtel;THDT;"822688917 00019";Basse-Terre;"MARIGOT 29 RESIDENCE YACHT CLUB 97150 SAINT MARTIN";1;27/10/2016
"The Ring Ring Company NV";TRRC;;0445.262.068;"2F CULLIGANLAAN B9 B-1831 DIEGEM BELGIQUE";0;28/07/2021
"The Sound of Data BV";TSOD;;"Rotterdam / KvK-nummer 24293514 / RSIN 808500417";"WAALHAVEN O Z 83 L 3087 BM ROTTERDAM PAYS-BAS";1;24/01/2023
"Thinkro system";THSY;"498269646 00028";Montauban;"351 CHEMIN DE FERRI\xc9 82000 MONTAUBAN";1;11/07/2018
"TI sparkle France SAS";TISF;"483713830 00030";Paris;"15 RUE DU FAUBOURG MONTMARTRE 75009 PARIS";0;30/09/2005
Tikeasy;TIKE;"507738862 00030";Nantes;"IMMEUBLE HUB CREATIC 6 RUE ROSE DIENG-KUNTZ 44300 NANTES";0;29/03/2017
Timaca;TIMA;"497487512 00012";Aix-en-Provence;"ZI AVON 532 AVENUE DES CHASSEENS 13120 GARDANNE";1;21/06/2014
"Tims systemes";TIMS;"343864195 00072";Lyon;"44 SENTIER DU BOIS DES COTES 69760 LIMONEST";1;23/01/2015
"Tin\xe9e services informatiques";TNEE;"538745456 00029";Nice;"17 RUE DROITE 06660 SAINT ETIENNE DE TINEE";0;25/10/2021
"TIPS Normandie";TIPS;"978945087 00010";Bernay;"163 RUE DU CANAL 27500 PONT AUDEMER";0;30/08/2023
"Tisi pro";TISI;"920692647 00018";Romans-sur-Is\xe8re;"175 RUE SERPENTE 26600 TAIN L'HERMITAGE";0;24/07/2023
"Tismi B.V.";TISM;;"32081827 Pays-Bas";"DE CORRIDOR 5C 3621ZA BREUKELEN PAYS-BAS";1;09/03/2019
"TL partenaires";TLPA;"452561152 00037";Reims;"22 RUE DE BERRU 51100 REIMS";0;26/03/2018
TLH;TLHH;"892307752 00014";PARIS;"128 RUE LA BOETIE 75008 PARIS";0;06/07/2021
Toocall;TCLL;"913142519 00010";Grenoble;"26 ALLEE DES VOSGES 38130 ECHIROLLES";0;20/02/2023
Toolip;TOOL;"501371462 00034";Versailles;"23 RUE ERNEST GOUIN 78290 CROISSY-SUR-SEINE";0;21/11/2017
TOOTAI;TOOT;"520369620 00015";"Tarnowskie Gory";"39 RUE DU FOSSE 67140 ZELLWILLER";1;08/06/2007
Topocad;TPCD;"411182009 00034";Romans;"580 CHEMIN DES COQUELICOTS 26160 LA BEGUDE-DE-MAZENC";0;08/09/2023
Totalcloud;TOTA;"814769543 00012";Grenoble;"22 RUE OLYMPE DE GOUGES 38400 SAINT MARTIN D HERES";1;07/11/2016
"Tours M\xe9tropole Num\xe9rique";TMNU;"500546866 00020";Tours;"12 RUE DORA MAAR 37100 TOURS";1;13/11/2007
"TP France op\xe9rations";TRFR;"837560275 00013";Nanterre;"29 RUE DU PONT 92200 NEUILLY-SUR-SEINE";1;03/01/2019
"TPP France";TPPF;"823359997 00033";Paris;"66 AVENUE DES CHAMPS ELYSEES 75008 PARIS";1;07/04/2023
Traidingcom;TRAI;;"B172388 Luxembourg";"RUE DUMONTSHAFF 3841 SCHIFFLANGE LUXEMBOURG";1;23/12/2016
"Transaction network services";TRNS;"421285941 00033";Nanterre;"1 RUE SAINT GEORGES 75009 PARIS";0;29/09/2003
Transatel;TRAT;"432786432 00117";Nanterre;"20-22 RUE JEAN JAUR\xc8S CS 90073 92816 PUTEAUX CEDEX";1;14/11/2005
TRANSMISSION;TRAN;"405394347 00042";Paris;"80 AVENUE VICTOR HUGO 75116 PARIS";1;26/05/2005
"Transvision net work";TNWK;;"W9M2001699          Sous    Pr\xe9fecture de la Trinit\xe9";"QUARTIER POIRIER 97213 GROS-MORNE";1;31/10/2018
"Travel communication";TRCO;;"K144634 on the Register of Enterprises of the Republic of Latvia";"MUKUSALAS IELA 41 LV-1004 RIGA LETTONIE";1;29/01/2018
"Tr\xe8s haut d\xe9bit Bretagne";THDB;"528817117 00039";Rennes;"12H RUE DU PATIS TATELIN 35000 RENNES";0;17/02/2016
Trinaps;TRIN;"499445906 00021";Belfort;"TECH'HOM 3 11 RUE SOPHIE GERMAIN 90000 BELFORT";1;02/01/2008
TRNK;TRIM;"400550588 00026";Paris;"166 BOULEVARD DU MONTPARNASSE 75014 PARIS";0;12/04/2010
"Truphone Limited";SCNL;;"4187081 Londres";"CANARY WHARF 25 CANADA SQUARE E14 5LQ LONDON ROYAUME-UNI";0;06/07/2007
Trustteam;TRTT;"519037253 00043";Nancy;"PARC D'ACTIVITES SAINT JACQUES 41 RUE ALBERT EINSTEIN 54320 MAXEVILLE";1;02/06/2020
"Tuniversal technologie";TUTE;;1286569E;"14 RUE DE KASSERINE 2050 HAMMAM LIF TUNISIE";1;18/01/2023
Tutor;TTOR;"439748013 00117";Nanterre;"IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE 92310 SEVRES";0;15/04/2021
"Twilio Ireland Limited";TWIL;;"557454 Dublin";"70 SIR JOHN ROGERSON'S QUAY D02 R296 DUBLIN 2 IRLANDE";1;27/09/2018
"Ty cloud";TYCL;"841671795 00026";Vannes;"6 PLACE ALBERT EINSTEIN 56000 VANNES";0;05/09/2018
Ty-line;TYLI;"800256596 00019";Basse-Terre;"15 RUE ANTOINE LARDENOY 97100 BASSE TERRE";1;17/04/2014
Ubefone;TLST;"803763572 00036";Paris;"4 RUE PAPILLON 75009 PARIS";1;17/09/2014
Ubicentrex;UBIC;"513535609 00046";Strasbourg;"23 BOULEVARD DE L ORANGERIE 67000 STRASBOURG";1;08/01/2013
"UG France";UGFR;"847718913 00019";Perpignan;"6 RUE NEUVE 66000 PERPIGNAN";0;29/04/2022
"Umony Limited";UMNY;;"10988562 London, UK";"18 CLERKENWELL GREEN EC1R 0DP LONDON ROYAUME-UNI";1;04/04/2024
Uniform-agri;UNIA;;"008597753 Assen, Nederlands";"STATIONSPLEIN 14 9401LB ASSEN PAYS-BAS";0;22/09/2023
"United telecommunication services Cara\xefbe";STMB;"429039225 00025";Basse-Terre;"24 RUE DE LA REPUBLIQUE 97150 MARIGOT ST MARTIN";1;06/06/2001
"Unitel Technologies";UNTT;"909290645 00011";Marseille;"60 AVENUE ANDRE ROUSSIN 13016 MARSEILLE";0;25/04/2023
"Universal telecom experts";UNTE;;B92635515;"B5 L30 14 CALLE ALMOGIA 29007 MALAGA ESPAGNE";1;07/09/2023
Univirtualis;UNVR;;Gen\xe8ve;"RUE DES BATTOIRS 7 1205 GENEVE SUISSE";0;26/06/2024
Unyc;SVCM;"478041064 00096";"Le Mans";"52 BOULEVARD ROBERT JARRY 72000 LE MANS";1;23/11/2007
"Up it";UPTT;"910275213 00015";Lyon;"14-22 AVENUE BARTHELEMY THIMONNIER 69300 CALUIRE ET CUIRE";0;16/03/2022
"URDIALES Jodie";ACTC;"832786966 00024";Caen;"11 RUE DES CORVETTES 14112 BIEVILLE BEUVILLE";0;14/05/2019
"VA telecom";VASO;"503924789 00038";Nantes;"3 RUE DU TISSERAND 44800 SAINT HERBLAIN";1;10/06/2009
"VAISSET Louis";RENE;"848160834 00018";Paris;"3 COURS DU SEPTIEME ART 75019 PARIS";0;12/01/2022
"Val d'Oise Fibre";VOFI;"828727073 00029";Pontoise;"12 AVENUE DES BEGUINES 95800 CERGY";0;24/04/2017
"Val de Loire Fibre";VDLF;834420804;BLOIS;"37 A ALLEE DES PINS 41000 BLOIS";0;24/01/2018
Valesys;VALE;"513420612 00014";Bobigny;"2 BOULEVARD DE LA LIBERATION 93200 SAINT-DENIS";0;06/09/2017
"Vall\xe9e de Chamonix Mont-Blanc connect\xe9e";VCMB;"881480198 00012";Nanterre;"IMMEUBLE CRISCO UNO 3-5-7 AVENUE DE LA CRISTALLERIE 92310 SEVRES";0;23/03/2020
